                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    124,                    nan,                    nan,                    nan,                    nan,                    nan,                0.99873,                      1,                  0.995,                0.75859,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,                    nan,             0.00021067,             0.00021067,             0.00021067
                    125,                    nan,                    nan,                    nan,                    nan,                    nan,                0.99873,                      1,                  0.995,                0.75859,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,                    nan,               0.000196,               0.000196,               0.000196
                    126,                    nan,                    nan,                    nan,                    nan,                    nan,                0.99873,                      1,                  0.995,                0.75859,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,                    nan,             0.00018133,             0.00018133,             0.00018133
                    127,                    nan,                    nan,                    nan,                    nan,                    nan,                0.99873,                      1,                  0.995,                0.75859,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,                    nan,             0.00016667,             0.00016667,             0.00016667
                    128,                    nan,                    nan,                    nan,                    nan,                    nan,                0.99873,                      1,                  0.995,                0.75859,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,                    nan,               0.000152,               0.000152,               0.000152
                    129,                    nan,                    nan,                    nan,                    nan,                    nan,                0.99873,                      1,                  0.995,                0.75859,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,                    nan,             0.00013733,             0.00013733,             0.00013733
                    130,                    nan,                    nan,                    nan,                    nan,                    nan,                0.99873,                      1,                  0.995,                0.75859,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,                    nan,             0.00012267,             0.00012267,             0.00012267
                    131,                    nan,                    nan,                    nan,                    nan,                    nan,                0.99873,                      1,                  0.995,                0.75859,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,                    nan,               0.000108,               0.000108,               0.000108
                    132,                    nan,                    nan,                    nan,                    nan,                    nan,                0.99873,                      1,                  0.995,                0.75859,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,                    nan,             9.3333e-05,             9.3333e-05,             9.3333e-05
                    133,                    nan,                    nan,                    nan,                    nan,                    nan,                0.99873,                      1,                  0.995,                0.75859,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,                    nan,             7.8667e-05,             7.8667e-05,             7.8667e-05
                    134,                    nan,                    nan,                    nan,                    nan,                    nan,                0.99873,                      1,                  0.995,                0.75859,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,                    nan,                6.4e-05,                6.4e-05,                6.4e-05
                    135,                    nan,                    nan,                    nan,                    nan,                    nan,                0.99873,                      1,                  0.995,                0.75859,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,                    nan,             4.9333e-05,             4.9333e-05,             4.9333e-05
